"Date","Price","Open","High","Low","Change %"
"Jan 23, 2017","6.8106","6.8376","6.8469","6.8078","-0.39%"
"Jan 20, 2017","6.8374","6.8460","6.8586","6.8308","-0.13%"
"Jan 19, 2017","6.8464","6.8385","6.8552","6.8278","0.11%"
"Jan 18, 2017","6.8392","6.8023","6.8433","6.8007","0.54%"
"Jan 17, 2017","6.8026","6.8602","6.8730","6.7928","-0.83%"
"Jan 16, 2017","6.8594","6.8457","6.8652","6.8432","0.19%"
"Jan 13, 2017","6.8466","6.8595","6.8758","6.8278","-0.20%"
"Jan 12, 2017","6.8606","6.8882","6.9005","6.8384","-0.39%"
"Jan 11, 2017","6.8872","6.9111","6.9185","6.8750","-0.34%"
"Jan 10, 2017","6.9109","6.8798","6.9142","6.8684","0.45%"
"Jan 09, 2017","6.8800","6.8468","6.8915","6.8467","0.44%"
"Jan 06, 2017","6.8502","6.8007","6.8627","6.7918","0.91%"
"Jan 05, 2017","6.7883","6.8663","6.8976","6.7820","-1.14%"
"Jan 04, 2017","6.8665","6.9585","6.9695","6.8655","-1.33%"
"Jan 03, 2017","6.9591","6.9736","6.9882","6.9572","-0.21%"
"Jan 02, 2017","6.9740","6.9723","6.9854","6.9717","0.01%"
"Dec 30, 2016","6.9734","6.9633","6.9858","6.9600","0.09%"
"Dec 29, 2016","6.9668","6.9713","6.9883","6.9642","-0.06%"
"Dec 28, 2016","6.9712","6.9581","6.9802","6.9494","0.18%"
"Dec 27, 2016","6.9589","6.9531","6.9649","6.9520","0.08%"
"Dec 26, 2016","6.9531","6.9591","6.9593","6.9501","-0.07%"
"Dec 23, 2016","6.9580","6.9495","6.9596","6.9442","0.13%"
"Dec 22, 2016","6.9488","6.9302","6.9506","6.9296","0.26%"
"Dec 21, 2016","6.9309","6.9401","6.9497","6.9231","-0.12%"
"Dec 20, 2016","6.9393","6.9325","6.9553","6.9314","0.10%"
"Dec 19, 2016","6.9325","6.9638","6.9668","6.9251","-0.45%"
"Dec 16, 2016","6.9635","6.9318","6.9694","6.9300","0.44%"
"Dec 15, 2016","6.9332","6.9278","6.9520","6.9202","0.09%"
"Dec 14, 2016","6.9271","6.9214","6.9334","6.8960","0.09%"
"Dec 13, 2016","6.9212","6.9244","6.9351","6.9182","-0.06%"
"Dec 12, 2016","6.9251","6.9269","6.9446","6.9246","-0.02%"
"Dec 09, 2016","6.9267","6.9110","6.9399","6.9080","0.20%"
"Dec 08, 2016","6.9127","6.8974","6.9183","6.8884","0.23%"
"Dec 07, 2016","6.8967","6.8879","6.9084","6.8861","0.13%"
"Dec 06, 2016","6.8879","6.8579","6.8891","6.8571","0.45%"
"Dec 05, 2016","6.8571","6.8723","6.8905","6.8560","-0.22%"
"Dec 02, 2016","6.8725","6.8792","6.8911","6.8678","-0.11%"
"Dec 01, 2016","6.8804","6.9180","6.9205","6.8762","-0.52%"
"Nov 30, 2016","6.9161","6.9149","6.9216","6.8945","0.03%"
"Nov 29, 2016","6.9138","6.9261","6.9302","6.9111","-0.20%"
"Nov 28, 2016","6.9276","6.9464","6.9498","6.9207","-0.26%"
"Nov 25, 2016","6.9456","6.9454","6.9595","6.9352","-0.00%"
"Nov 24, 2016","6.9459","6.9543","6.9661","6.9401","-0.12%"
"Nov 23, 2016","6.9543","6.9128","6.9581","6.9099","0.60%"
"Nov 22, 2016","6.9130","6.9043","6.9162","6.8964","0.14%"
"Nov 21, 2016","6.9032","6.9077","6.9188","6.8990","-0.07%"
"Nov 18, 2016","6.9080","6.9035","6.9137","6.8851","0.06%"
"Nov 17, 2016","6.9041","6.8876","6.9055","6.8792","0.21%"
"Nov 16, 2016","6.8899","6.8735","6.8978","6.8712","0.25%"
"Nov 15, 2016","6.8730","6.8555","6.8813","6.8480","0.26%"
"Nov 14, 2016","6.8552","6.8231","6.8650","6.8207","0.46%"
"Nov 11, 2016","6.8235","6.8305","6.8496","6.8008","-0.10%"
"Nov 10, 2016","6.8300","6.8335","6.8354","6.8088","-0.06%"
"Nov 09, 2016","6.8341","6.7976","6.8387","6.7736","0.56%"
"Nov 08, 2016","6.7960","6.7939","6.8005","6.7866","0.03%"
"Nov 07, 2016","6.7939","6.7723","6.7962","6.7723","0.32%"
"Nov 04, 2016","6.7725","6.7711","6.7738","6.7647","0.03%"
"Nov 03, 2016","6.7702","6.7676","6.7748","6.7642","0.04%"
"Nov 02, 2016","6.7672","6.7726","6.7762","6.7623","-0.09%"
"Nov 01, 2016","6.7733","6.7773","6.7868","6.7716","-0.06%"
"Oct 31, 2016","6.7775","6.7839","6.7881","6.7765","-0.11%"
"Oct 28, 2016","6.7849","6.7970","6.8004","6.7841","-0.15%"
"Oct 27, 2016","6.7954","6.7814","6.7975","6.7809","0.16%"
"Oct 26, 2016","6.7847","6.7744","6.7869","6.7735","0.14%"
"Oct 25, 2016","6.7752","6.7839","6.7904","6.7739","-0.11%"
"Oct 24, 2016","6.7829","6.7721","6.7888","6.7702","0.17%"
"Oct 21, 2016","6.7715","6.7471","6.7771","6.7466","0.35%"
"Oct 20, 2016","6.7481","6.7394","6.7509","6.7387","0.14%"
"Oct 19, 2016","6.7390","6.7432","6.7480","6.7382","-0.06%"
"Oct 18, 2016","6.7431","6.7469","6.7501","6.7392","-0.06%"
"Oct 17, 2016","6.7473","6.7390","6.7519","6.7359","0.14%"
"Oct 14, 2016","6.7377","6.7334","6.7387","6.7293","0.05%"
"Oct 13, 2016","6.7340","6.7250","6.7430","6.7239","0.13%"
"Oct 12, 2016","6.7253","6.7289","6.7317","6.7172","-0.05%"
"Oct 11, 2016","6.7287","6.7173","6.7321","6.7149","0.17%"
"Oct 10, 2016","6.7172","6.7065","6.7199","6.7019","0.15%"
"Oct 07, 2016","6.7069","6.7081","6.7193","6.7022","-0.00%"
"Oct 06, 2016","6.7071","6.6985","6.7144","6.6918","0.12%"
"Oct 05, 2016","6.6992","6.6940","6.7008","6.6890","0.08%"
"Oct 04, 2016","6.6940","6.6775","6.6956","6.6750","0.24%"
"Oct 03, 2016","6.6781","6.6775","6.6808","6.6732","0.06%"
"Sep 30, 2016","6.6743","6.6708","6.6830","6.6701","0.05%"
"Sep 29, 2016","6.6710","6.6828","6.6889","6.6698","-0.19%"
"Sep 28, 2016","6.6837","6.6841","6.6910","6.6810","-0.00%"
"Sep 27, 2016","6.6838","6.6832","6.6867","6.6773","0.02%"
"Sep 26, 2016","6.6827","6.6799","6.6851","6.6775","0.04%"
"Sep 23, 2016","6.6798","6.6824","6.6848","6.6735","-0.03%"
"Sep 22, 2016","6.6816","6.6679","6.6836","6.6666","0.20%"
"Sep 21, 2016","6.6685","6.6818","6.6851","6.6670","-0.19%"
"Sep 20, 2016","6.6813","6.6663","6.6857","6.6643","0.22%"
"Sep 19, 2016","6.6664","6.6544","6.6717","6.6544","0.16%"
"Sep 16, 2016","6.6556","6.6506","6.6589","6.6438","0.08%"
"Sep 15, 2016","6.6502","6.6678","6.6754","6.6479","-0.26%"
"Sep 14, 2016","6.6675","6.6912","6.6941","6.6642","-0.35%"
"Sep 13, 2016","6.6910","6.6848","6.6921","6.6842","0.09%"
"Sep 12, 2016","6.6848","6.6955","6.6988","6.6799","-0.18%"
"Sep 09, 2016","6.6967","6.6811","6.7000","6.6765","0.24%"
"Sep 08, 2016","6.6805","6.6713","6.6813","6.6632","0.14%"
"Sep 07, 2016","6.6709","6.6756","6.6820","6.6653","-0.05%"
"Sep 06, 2016","6.6745","6.6911","6.6997","6.6731","-0.26%"
"Sep 05, 2016","6.6916","6.6982","6.6989","6.6855","-0.10%"
"Sep 02, 2016","6.6980","6.6861","6.7006","6.6833","0.18%"
"Sep 01, 2016","6.6861","6.6906","6.6942","6.6834","-0.07%"
"Aug 31, 2016","6.6909","6.6936","6.6974","6.6867","-0.03%"
"Aug 30, 2016","6.6931","6.6892","6.6976","6.6853","0.05%"
"Aug 29, 2016","6.6898","6.6985","6.7032","6.6863","-0.05%"
"Aug 26, 2016","6.6932","6.6683","6.6979","6.6648","0.37%"
"Aug 25, 2016","6.6685","6.6723","6.6741","6.6665","-0.06%"
"Aug 24, 2016","6.6722","6.6577","6.6734","6.6551","0.22%"
"Aug 23, 2016","6.6575","6.6609","6.6620","6.6474","-0.06%"
"Aug 22, 2016","6.6612","6.6562","6.6752","6.6554","0.08%"
"Aug 19, 2016","6.6558","6.6310","6.6622","6.6302","0.36%"
"Aug 18, 2016","6.6322","6.6357","6.6411","6.6232","-0.04%"
"Aug 17, 2016","6.6351","6.6290","6.6450","6.6263","0.08%"
"Aug 16, 2016","6.6300","6.6471","6.6483","6.6236","-0.26%"
"Aug 15, 2016","6.6470","6.6505","6.6569","6.6451","-0.08%"
"Aug 12, 2016","6.6523","6.6433","6.6571","6.6404","0.15%"
"Aug 11, 2016","6.6426","6.6434","6.6519","6.6342","-0.01%"
"Aug 10, 2016","6.6430","6.6609","6.6635","6.6311","-0.29%"
"Aug 09, 2016","6.6620","6.6687","6.6727","6.6596","-0.10%"
"Aug 08, 2016","6.6684","6.6649","6.6746","6.6635","0.04%"
"Aug 05, 2016","6.6659","6.6471","6.6723","6.6446","0.29%"
"Aug 04, 2016","6.6467","6.6437","6.6547","6.6334","0.05%"
"Aug 03, 2016","6.6437","6.6332","6.6454","6.6306","0.16%"
"Aug 02, 2016","6.6334","6.6463","6.6569","6.6285","-0.19%"
"Aug 01, 2016","6.6460","6.6338","6.6479","6.6257","0.26%"
"Jul 29, 2016","6.6288","6.6630","6.6661","6.6236","-0.48%"
"Jul 28, 2016","6.6610","6.6727","6.6737","6.6601","-0.16%"
"Jul 27, 2016","6.6715","6.6806","6.6834","6.6707","-0.13%"
"Jul 26, 2016","6.6801","6.6879","6.6888","6.6748","-0.11%"
"Jul 25, 2016","6.6872","6.6830","6.6920","6.6825","0.07%"
"Jul 22, 2016","6.6824","6.6750","6.6867","6.6694","0.10%"
"Jul 21, 2016","6.6757","6.6788","6.6871","6.6684","-0.04%"
"Jul 20, 2016","6.6781","6.7112","6.7127","6.6772","-0.48%"
"Jul 19, 2016","6.7105","6.7096","6.7164","6.7021","0.02%"
"Jul 18, 2016","6.7094","6.7060","6.7171","6.7022","-0.01%"
"Jul 15, 2016","6.7100","6.6903","6.7173","6.6852","0.26%"
"Jul 14, 2016","6.6928","6.6883","6.6989","6.6867","0.07%"
"Jul 13, 2016","6.6879","6.6974","6.7020","6.6787","-0.13%"
"Jul 12, 2016","6.6966","6.7058","6.7073","6.6939","-0.14%"
"Jul 11, 2016","6.7060","6.7006","6.7084","6.6963","0.07%"
"Jul 08, 2016","6.7015","6.7021","6.7077","6.6949","0.01%"
"Jul 07, 2016","6.7010","6.6955","6.7031","6.6905","0.08%"
"Jul 06, 2016","6.6958","6.6905","6.7088","6.6883","0.09%"
"Jul 05, 2016","6.6895","6.6738","6.6959","6.6730","0.20%"
"Jul 04, 2016","6.6760","6.6774","6.6839","6.6678","-0.02%"
"Jul 01, 2016","6.6773","6.6685","6.6791","6.6603","0.12%"
"Jun 30, 2016","6.6692","6.6544","6.7000","6.6517","0.22%"
"Jun 29, 2016","6.6544","6.6865","6.6875","6.6514","-0.45%"
"Jun 28, 2016","6.6843","6.6816","6.6898","6.6719","0.04%"
"Jun 27, 2016","6.6813","6.6368","6.6878","6.6250","0.67%"
"Jun 24, 2016","6.6366","6.5842","6.6525","6.5793","0.78%"
"Jun 23, 2016","6.5851","6.5812","6.5972","6.5803","0.06%"
"Jun 22, 2016","6.5810","6.5941","6.6005","6.5801","-0.19%"
"Jun 21, 2016","6.5935","6.5893","6.5960","6.5823","0.05%"
"Jun 20, 2016","6.5905","6.5957","6.5965","6.5839","-0.08%"
"Jun 17, 2016","6.5961","6.5978","6.6043","6.5891","-0.02%"
"Jun 16, 2016","6.5977","6.5947","6.6073","6.5858","0.04%"
"Jun 15, 2016","6.5948","6.6063","6.6163","6.5853","-0.17%"
"Jun 14, 2016","6.6061","6.5964","6.6070","6.5940","0.15%"
"Jun 13, 2016","6.5961","6.6028","6.6086","6.5940","-0.10%"
"Jun 10, 2016","6.6028","6.5836","6.6086","6.5816","0.26%"
"Jun 09, 2016","6.5857","6.5691","6.5881","6.5662","0.29%"
"Jun 08, 2016","6.5667","6.5751","6.5804","6.5653","-0.14%"
"Jun 07, 2016","6.5756","6.5664","6.5784","6.5647","0.13%"
"Jun 06, 2016","6.5673","6.5417","6.5723","6.5414","0.39%"
"Jun 03, 2016","6.5420","6.5876","6.5969","6.5399","-0.70%"
"Jun 02, 2016","6.5878","6.5865","6.5893","6.5814","0.02%"
"Jun 01, 2016","6.5868","6.5873","6.6002","6.5846","0.01%"
"May 31, 2016","6.5864","6.5895","6.5925","6.5823","-0.06%"
"May 30, 2016","6.5903","6.5766","6.5926","6.5762","0.20%"
"May 27, 2016","6.5771","6.5586","6.5785","6.5568","0.28%"
"May 26, 2016","6.5585","6.5650","6.5670","6.5548","-0.11%"
"May 25, 2016","6.5655","6.5667","6.5706","6.5609","-0.02%"
"May 24, 2016","6.5666","6.5624","6.5705","6.5605","0.07%"
"May 23, 2016","6.5617","6.5613","6.5668","6.5564","0.00%"
"May 20, 2016","6.5616","6.5632","6.5671","6.5536","-0.02%"
"May 19, 2016","6.5630","6.5773","6.5835","6.5579","-0.23%"
"May 18, 2016","6.5780","6.5487","6.5811","6.5442","0.46%"
"May 17, 2016","6.5477","6.5477","6.5495","6.5373","-0.02%"
"May 16, 2016","6.5492","6.5522","6.5606","6.5431","-0.06%"
"May 13, 2016","6.5533","6.5503","6.5603","6.5400","0.06%"
"May 12, 2016","6.5491","6.5281","6.5512","6.5259","0.32%"
"May 11, 2016","6.5280","6.5370","6.5400","6.5262","-0.13%"
"May 10, 2016","6.5363","6.5400","6.5447","6.5340","-0.09%"
"May 09, 2016","6.5419","6.5152","6.5419","6.5104","0.41%"
"May 06, 2016","6.5149","6.5199","6.5240","6.5087","-0.07%"
"May 05, 2016","6.5193","6.5173","6.5218","6.5090","0.04%"
"May 04, 2016","6.5169","6.5034","6.5210","6.5004","0.21%"
"May 03, 2016","6.5035","6.4803","6.5061","6.4737","0.37%"
"May 02, 2016","6.4798","6.4858","6.4878","6.4787","-0.10%"
"Apr 29, 2016","6.4861","6.4836","6.4929","6.4748","0.02%"
"Apr 28, 2016","6.4851","6.5045","6.5167","6.4799","-0.30%"
"Apr 27, 2016","6.5044","6.5035","6.5136","6.4973","0.01%"
"Apr 26, 2016","6.5037","6.5062","6.5108","6.4977","-0.09%"
"Apr 25, 2016","6.5094","6.5035","6.5174","6.5011","0.05%"
"Apr 22, 2016","6.5060","6.4879","6.5077","6.4836","0.28%"
"Apr 21, 2016","6.4877","6.4826","6.4898","6.4766","0.09%"
"Apr 20, 2016","6.4820","6.4668","6.4827","6.4668","0.22%"
"Apr 19, 2016","6.4675","6.4845","6.4861","6.4672","-0.26%"
"Apr 18, 2016","6.4844","6.4858","6.4929","6.4816","0.00%"
"Apr 15, 2016","6.4843","6.4925","6.5001","6.4818","-0.12%"
"Apr 14, 2016","6.4923","6.4847","6.5012","6.4829","0.12%"
"Apr 13, 2016","6.4846","6.4732","6.4861","6.4708","0.17%"
"Apr 12, 2016","6.4733","6.4701","6.4865","6.4680","0.06%"
"Apr 11, 2016","6.4691","6.4803","6.4863","6.4684","-0.17%"
"Apr 08, 2016","6.4798","6.4866","6.4942","6.4786","-0.08%"
"Apr 07, 2016","6.4852","6.4818","6.4904","6.4742","0.04%"
"Apr 06, 2016","6.4823","6.4866","6.4952","6.4797","-0.06%"
"Apr 05, 2016","6.4859","6.4725","6.4881","6.4683","0.20%"
"Apr 04, 2016","6.4728","6.4698","6.4829","6.4672","0.02%"
"Apr 01, 2016","6.4718","6.4644","6.4851","6.4615","0.11%"
"Mar 31, 2016","6.4644","6.4734","6.4811","6.4571","-0.16%"
"Mar 30, 2016","6.4745","6.4925","6.4981","6.4737","-0.28%"
"Mar 29, 2016","6.4928","6.5165","6.5194","6.4919","-0.38%"
"Mar 28, 2016","6.5178","6.5286","6.5312","6.5168","-0.13%"
"Mar 25, 2016","6.5262","6.5231","6.5304","6.5210","0.05%"
"Mar 24, 2016","6.5231","6.5080","6.5246","6.5042","0.23%"
"Mar 23, 2016","6.5081","6.4938","6.5097","6.4887","0.22%"
"Mar 22, 2016","6.4936","6.4843","6.4984","6.4809","0.13%"
"Mar 21, 2016","6.4852","6.4652","6.4871","6.4652","0.34%"
"Mar 18, 2016","6.4633","6.4566","6.4800","6.4455","0.12%"
"Mar 17, 2016","6.4556","6.4842","6.4995","6.4496","-0.45%"
"Mar 16, 2016","6.4848","6.5119","6.5263","6.4798","-0.41%"
"Mar 15, 2016","6.5115","6.4931","6.5127","6.4924","0.28%"
"Mar 14, 2016","6.4936","6.4833","6.4974","6.4815","0.16%"
"Mar 11, 2016","6.4835","6.5033","6.5069","6.4722","-0.31%"
"Mar 10, 2016","6.5039","6.5118","6.5283","6.5014","-0.12%"
"Mar 09, 2016","6.5115","6.5086","6.5203","6.5073","0.05%"
"Mar 08, 2016","6.5085","6.5076","6.5141","6.5054","0.02%"
"Mar 07, 2016","6.5075","6.5062","6.5271","6.4989","0.09%"
"Mar 04, 2016","6.5015","6.5217","6.5315","6.5008","-0.31%"
"Mar 03, 2016","6.5214","6.5481","6.5493","6.5198","-0.42%"
"Mar 02, 2016","6.5488","6.5500","6.5568","6.5464","-0.02%"
"Mar 01, 2016","6.5500","6.5526","6.5568","6.5406","-0.03%"
"Feb 29, 2016","6.5522","6.5461","6.5591","6.5435","0.13%"
"Feb 26, 2016","6.5440","6.5327","6.5440","6.5307","0.13%"
"Feb 25, 2016","6.5355","6.5338","6.5484","6.5318","0.01%"
"Feb 24, 2016","6.5348","6.5318","6.5453","6.5309","0.02%"
"Feb 23, 2016","6.5338","6.5272","6.5389","6.5240","0.09%"
"Feb 22, 2016","6.5281","6.5268","6.5305","6.5200","0.00%"
"Feb 19, 2016","6.5280","6.5208","6.5294","6.5182","0.08%"
"Feb 18, 2016","6.5229","6.5225","6.5334","6.5149","-0.03%"
"Feb 17, 2016","6.5250","6.5175","6.5398","6.5153","0.10%"
"Feb 16, 2016","6.5185","6.4977","6.5270","6.4968","0.26%"
"Feb 15, 2016","6.5015","6.5083","6.5363","6.4855","-0.14%"
"Feb 12, 2016","6.5105","6.5280","6.5499","6.4984","-0.29%"
"Feb 11, 2016","6.5295","6.5440","6.5478","6.5254","-0.26%"
"Feb 10, 2016","6.5463","6.5640","6.5698","6.5268","-0.29%"
"Feb 09, 2016","6.5655","6.5710","6.5832","6.5623","-0.10%"
"Feb 08, 2016","6.5723","6.5700","6.5839","6.5681","0.01%"
"Feb 05, 2016","6.5715","6.5742","6.5856","6.5567","-0.06%"
"Feb 04, 2016","6.5756","6.6126","6.6201","6.5617","-0.57%"
"Feb 03, 2016","6.6135","6.6265","6.6532","6.5971","-0.22%"
"Feb 02, 2016","6.6283","6.6178","6.6317","6.6123","0.12%"
"Feb 01, 2016","6.6203","6.5926","6.6224","6.5926","0.40%"
"Jan 29, 2016","6.5941","6.6125","6.6316","6.5906","-0.31%"
"Jan 28, 2016","6.6145","6.6173","6.6185","6.6081","-0.05%"
"Jan 27, 2016","6.6181","6.6076","6.6208","6.6047","0.10%"
"Jan 26, 2016","6.6116","6.6083","6.6230","6.6063","0.03%"
"Jan 25, 2016","6.6095","6.6110","6.6210","6.6042","-0.04%"
"Jan 22, 2016","6.6120","6.6018","6.6149","6.5997","0.13%"
"Jan 21, 2016","6.6036","6.6015","6.6205","6.5986","0.01%"
"Jan 20, 2016","6.6032","6.5900","6.6133","6.5864","0.19%"
"Jan 19, 2016","6.5910","6.5837","6.6096","6.5824","0.10%"
"Jan 18, 2016","6.5844","6.6058","6.6087","6.5737","-0.48%"
"Jan 15, 2016","6.6160","6.5986","6.6210","6.5972","0.22%"
"Jan 14, 2016","6.6014","6.5651","6.6266","6.5646","0.52%"
"Jan 13, 2016","6.5671","6.5762","6.5841","6.5593","-0.17%"
"Jan 12, 2016","6.5785","6.5829","6.6088","6.5650","-0.09%"
"Jan 11, 2016","6.5842","6.6814","6.7076","6.5827","-1.49%"
"Jan 08, 2016","6.6836","6.6808","6.6926","6.6524","0.01%"
"Jan 07, 2016","6.6830","6.6953","6.7541","6.6624","-0.19%"
"Jan 06, 2016","6.6960","6.6419","6.7344","6.6353","0.77%"
"Jan 05, 2016","6.6448","6.6274","6.6563","6.6255","0.24%"
"Jan 04, 2016","6.6291","6.5687","6.6350","6.5680","0.90%"
"Jan 01, 2016","6.5697","6.5681","6.5697","6.5681","0.01%"
"Dec 31, 2015","6.5689","6.5658","6.5930","6.5640","0.01%"
"Dec 30, 2015","6.5682","6.5750","6.6123","6.5620","-0.13%"
"Dec 29, 2015","6.5770","6.5596","6.5825","6.5578","0.25%"
"Dec 28, 2015","6.5606","6.5381","6.5663","6.5343","0.31%"
"Dec 25, 2015","6.5400","6.5460","6.5478","6.5345","-0.01%"
"Dec 24, 2015","6.5408","6.5433","6.5500","6.5303","-0.06%"
"Dec 23, 2015","6.5446","6.5318","6.5499","6.5272","0.27%"
"Dec 22, 2015","6.5271","6.5499","6.5537","6.5237","-0.38%"
"Dec 21, 2015","6.5518","6.5528","6.5605","6.5458","-0.06%"
"Dec 18, 2015","6.5555","6.5665","6.5753","6.5497","-0.19%"
"Dec 17, 2015","6.5681","6.5224","6.5732","6.5210","0.68%"
"Dec 16, 2015","6.5240","6.5373","6.5464","6.5132","-0.24%"
"Dec 15, 2015","6.5400","6.5526","6.5563","6.5263","-0.21%"
"Dec 14, 2015","6.5536","6.5295","6.5606","6.5295","0.37%"
"Dec 11, 2015","6.5297","6.4956","6.5630","6.4955","0.50%"
"Dec 10, 2015","6.4971","6.5040","6.5431","6.4870","-0.08%"
"Dec 09, 2015","6.5020","6.4854","6.5232","6.4845","0.22%"
"Dec 08, 2015","6.4878","6.4715","6.5004","6.4707","0.25%"
"Dec 07, 2015","6.4719","6.4425","6.4752","6.4419","0.38%"
"Dec 04, 2015","6.4475","6.4202","6.4528","6.4185","0.40%"
"Dec 03, 2015","6.4219","6.4461","6.4565","6.4185","-0.39%"
"Dec 02, 2015","6.4471","6.4451","6.4520","6.4357","-0.00%"
"Dec 01, 2015","6.4472","6.4238","6.4518","6.4230","0.35%"
"Nov 30, 2015","6.4245","6.4495","6.4606","6.4146","-0.41%"
"Nov 27, 2015","6.4512","6.4335","6.4589","6.4316","0.25%"
"Nov 26, 2015","6.4348","6.4217","6.4397","6.4183","0.19%"
"Nov 25, 2015","6.4226","6.4262","6.4291","6.4140","-0.07%"
"Nov 24, 2015","6.4273","6.4295","6.4340","6.4213","-0.06%"
"Nov 23, 2015","6.4310","6.4172","6.4360","6.4160","0.16%"
"Nov 20, 2015","6.4207","6.4021","6.4216","6.4020","0.27%"
"Nov 19, 2015","6.4036","6.4164","6.4188","6.4013","-0.22%"
"Nov 18, 2015","6.4180","6.4107","6.4206","6.4023","0.11%"
"Nov 17, 2015","6.4112","6.3980","6.4119","6.3904","0.18%"
"Nov 16, 2015","6.3999","6.4074","6.4220","6.3843","-0.10%"
"Nov 13, 2015","6.4060","6.3900","6.4162","6.3888","0.22%"
"Nov 12, 2015","6.3918","6.3887","6.4000","6.3860","0.02%"
"Nov 11, 2015","6.3905","6.3924","6.4002","6.3844","-0.05%"
"Nov 10, 2015","6.3939","6.3898","6.3958","6.3829","0.04%"
"Nov 09, 2015","6.3912","6.3908","6.3957","6.3805","-0.02%"
"Nov 06, 2015","6.3926","6.3713","6.3940","6.3550","0.31%"
"Nov 05, 2015","6.3726","6.3508","6.3761","6.3505","0.28%"
"Nov 04, 2015","6.3547","6.3438","6.3586","6.3427","0.16%"
"Nov 03, 2015","6.3447","6.3450","6.3558","6.3409","-0.02%"
"Nov 02, 2015","6.3461","6.3215","6.3509","6.3212","0.39%"
"Oct 30, 2015","6.3215","6.3480","6.3529","6.3141","-0.44%"
"Oct 29, 2015","6.3495","6.3883","6.4013","6.3451","-0.62%"
"Oct 28, 2015","6.3890","6.3921","6.4062","6.3867","-0.08%"
"Oct 27, 2015","6.3944","6.3880","6.3971","6.3784","0.08%"
"Oct 26, 2015","6.3891","6.3945","6.3971","6.3856","-0.13%"
"Oct 23, 2015","6.3973","6.3861","6.4013","6.3810","0.15%"
"Oct 22, 2015","6.3874","6.3683","6.3969","6.3617","0.29%"
"Oct 21, 2015","6.3688","6.3697","6.3738","6.3554","-0.03%"
"Oct 20, 2015","6.3707","6.3880","6.3895","6.3641","-0.28%"
"Oct 19, 2015","6.3886","6.3617","6.3907","6.3615","0.38%"
"Oct 16, 2015","6.3645","6.3493","6.3703","6.3478","0.23%"
"Oct 15, 2015","6.3498","6.3378","6.3530","6.3370","0.18%"
"Oct 14, 2015","6.3387","6.3411","6.3568","6.3363","-0.06%"
"Oct 13, 2015","6.3423","6.3215","6.3482","6.3192","0.30%"
"Oct 12, 2015","6.3231","6.3390","6.3439","6.3145","-0.22%"
"Oct 09, 2015","6.3369","6.3400","6.3502","6.3345","-0.08%"
"Oct 08, 2015","6.3419","6.3463","6.3597","6.3387","-0.09%"
"Oct 07, 2015","6.3473","6.3508","6.3551","6.3353","-0.08%"
"Oct 06, 2015","6.3521","6.3476","6.3600","6.3460","0.05%"
"Oct 05, 2015","6.3491","6.3557","6.3643","6.3441","-0.12%"
"Oct 02, 2015","6.3568","6.3662","6.3802","6.3547","-0.17%"
"Oct 01, 2015","6.3679","6.3617","6.3713","6.3547","0.07%"
"Sep 30, 2015","6.3636","6.3431","6.3679","6.3394","0.31%"
"Sep 29, 2015","6.3441","6.3570","6.3753","6.3322","-0.22%"
"Sep 28, 2015","6.3580","6.3991","6.3998","6.3564","-0.61%"
"Sep 25, 2015","6.3970","6.4160","6.4216","6.3951","-0.30%"
"Sep 24, 2015","6.4163","6.4379","6.4441","6.4144","-0.35%"
"Sep 23, 2015","6.4386","6.4158","6.4398","6.4113","0.34%"
"Sep 22, 2015","6.4166","6.3981","6.4207","6.3968","0.28%"
"Sep 21, 2015","6.3986","6.3860","6.4079","6.3846","0.18%"
"Sep 18, 2015","6.3870","6.3993","6.4036","6.3840","-0.21%"
"Sep 17, 2015","6.4005","6.4034","6.4143","6.3968","-0.06%"
"Sep 16, 2015","6.4045","6.4099","6.4128","6.4004","-0.10%"
"Sep 15, 2015","6.4108","6.4016","6.4135","6.3956","0.12%"
"Sep 14, 2015","6.4033","6.4080","6.4154","6.3982","-0.10%"
"Sep 11, 2015","6.4097","6.3876","6.4207","6.3772","0.36%"
"Sep 10, 2015","6.3868","6.4646","6.4845","6.3783","-1.23%"
"Sep 09, 2015","6.4665","6.4525","6.4737","6.4441","0.18%"
"Sep 08, 2015","6.4546","6.4792","6.4943","6.4507","-0.38%"
"Sep 07, 2015","6.4789","6.4690","6.4925","6.4448","0.19%"
"Sep 04, 2015","6.4665","6.4463","6.4713","6.4456","0.25%"
"Sep 03, 2015","6.4504","6.4457","6.4563","6.4395","0.06%"
"Sep 02, 2015","6.4467","6.4159","6.4591","6.4127","0.45%"
"Sep 01, 2015","6.4177","6.4417","6.4489","6.4067","-0.38%"
"Aug 31, 2015","6.4422","6.4608","6.4627","6.4399","-0.32%"
"Aug 28, 2015","6.4630","6.4748","6.4809","6.4490","-0.21%"
"Aug 27, 2015","6.4763","6.4890","6.4936","6.4711","-0.20%"
"Aug 26, 2015","6.4894","6.5095","6.5168","6.4804","-0.32%"
"Aug 25, 2015","6.5105","6.4916","6.5147","6.4516","0.26%"
"Aug 24, 2015","6.4937","6.4530","6.5317","6.4479","0.62%"
"Aug 21, 2015","6.4539","6.4380","6.4577","6.4343","0.22%"
"Aug 20, 2015","6.4395","6.4621","6.4638","6.4363","-0.36%"
"Aug 19, 2015","6.4625","6.4389","6.4646","6.4345","0.34%"
